*******************************************************************************
USER DATA                   {Unspecified by user}           Fri Dec-22 05:35:34
Local ID: -839369              (TLE ID = 39369)
 
Geocentric SGP4/SDP4 Two-Line Elements (TLEs):

1 39369U 13055AC  23355.77119201  .00100300  12551-5  10733-2 0  9999
2 39369  80.9531 247.5178 0278342  30.2449 331.4520 15.28467463537133
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Fri Dec 22 05:35:34 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: {Unspecified by user} (-839369) {source: USER-INPUT TLE}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2023-Nov-20 00:00:00.0000 TDB
Stop  time      : A.D. 2023-Dec-21 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Keplerian GM    : 3.9860043550702260E+05 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC osculating elements
Output format   : 10
EOP file        : eop.231221.p240314
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-DEC-21. PREDICTS-> 2024-MAR-13
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2460279.666666667, A.D. 2023-Dec-01 04:00:00.0000,  3.021625463485001E-02,  6.657696923855759E+03,  8.082076661255591E+01,  2.721858919285746E+02,  9.746883398285128E+01,  2.460279643783119E+06,  6.359424800315389E-02,  1.257346397994598E+02,  1.284835148117614E+02,  6.865135609536283E+03,  7.072574295216808E+03,  5.660889330465016E+03,
2460279.708333333, A.D. 2023-Dec-01 05:00:00.0000,  2.836544122535668E-02,  6.661341643032382E+03,  8.081476610608593E+01,  2.721289941482874E+02,  9.935363944272829E+01,  2.460279709711039E+06,  6.372405218569237E-02,  3.524146844291364E+02,  3.519700175884697E+02,  6.855809710425691E+03,  7.050277777819000E+03,  5.649358250962404E+03,
2460279.750000000, A.D. 2023-Dec-01 06:00:00.0000,  3.028489608199239E-02,  6.658495300297937E+03,  8.082170280698323E+01,  2.720727175214647E+02,  1.001005084643865E+02,  2.460279775443725E+06,  6.357606011041993E-02,  2.202383415838246E+02,  2.180601298807302E+02,  6.866444869627329E+03,  7.074394438956721E+03,  5.662508802444602E+03,
2460279.791666667, A.D. 2023-Dec-01 07:00:00.0000,  2.993971911984892E-02,  6.668138490045562E+03,  8.082670012711712E+01,  2.720313665759710E+02,  9.934808539058392E+01,  2.460279775310319E+06,  6.347207325608538E-02,  8.969800061035450E+01,  9.312742008297668E+01,  6.873942394585473E+03,  7.079746299125384E+03,  5.671785740282007E+03,
2460279.833333333, A.D. 2023-Dec-01 08:00:00.0000,  2.967714960554787E-02,  6.658567050430850E+03,  8.081888202973413E+01,  2.719843333441353E+02,  1.005059021621806E+02,  2.460279841118047E+06,  6.363480813830288E-02,  3.171992786143555E+02,  3.148247420609254E+02,  6.862218124332569E+03,  7.065869198234289E+03,  5.657281141126123E+03,
2460279.875000000, A.D. 2023-Dec-01 09:00:00.0000,  3.172102394856717E-02,  6.640281809576541E+03,  8.081579812666344E+01,  2.719248334034859E+02,  9.919881412216839E+01,  2.460279906426298E+06,  6.369605038638529E-02,  1.870504399664249E+02,  1.866211943119665E+02,  6.857818845406620E+03,  7.075355881236700E+03,  5.651841798921778E+03,
2460279.916666667, A.D. 2023-Dec-01 10:00:00.0000,  3.050112928419379E-02,  6.662828905423553E+03,  8.082559549486780E+01,  2.718734462916018E+02,  9.822108583563472E+01,  2.460279906340260E+06,  6.349280098440184E-02,  5.664837296376452E+01,  5.962903667081701E+01,  6.872446277842710E+03,  7.082063650261866E+03,  5.669934140855442E+03,
2460279.958333333, A.D. 2023-Dec-01 11:00:00.0000,  3.047621781242286E-02,  6.663355091806674E+03,  8.082591707901442E+01,  2.718316582085029E+02,  9.783724963466047E+01,  2.460279971870593E+06,  6.348772727800747E-02,  2.857435328650865E+02,  2.823491240013321E+02,  6.872812420105743E+03,  7.082269748404811E+03,  5.670387261203885E+03,
2460280.000000000, A.D. 2023-Dec-01 12:00:00.0000,  3.150111014044790E-02,  6.641773999657209E+03,  8.081595184494159E+01,  2.717806978630415E+02,  9.635695848477545E+01,  2.460279971680978E+06,  6.369627967388267E-02,  1.558497312460945E+02,  1.572751599891428E+02,  6.857802388003121E+03,  7.073830776349034E+03,  5.651821453986903E+03,
2460280.041666667, A.D. 2023-Dec-01 13:00:00.0000,  2.926756014559827E-02,  6.660476096543086E+03,  8.081852473309412E+01,  2.717212851951616E+02,  9.621040733525169E+01,  2.460280037202696E+06,  6.364773019170604E-02,  2.454810412349955E+01,  2.598921289855255E+01,  6.861289293620473E+03,  7.062102490697859E+03,  5.656132574024011E+03,
2460280.083333333, A.D. 2023-Dec-01 14:00:00.0000,  2.980714671878323E-02,  6.668675215529532E+03,  8.082677017901490E+01,  2.716737462574483E+02,  9.722581903092666E+01,  2.460280102989822E+06,  6.347742102904311E-02,  2.521949861284196E+02,  2.489812720673893E+02,  6.873556317154784E+03,  7.078437418780036E+03,  5.671307910182545E+03,
2460280.125000000, A.D. 2023-Dec-01 15:00:00.0000,  3.001864075859883E-02,  6.660393674273651E+03,  8.082213650531938E+01,  2.716326116939733E+02,  9.632140690959595E+01,  2.460280102822331E+06,  6.357505574977504E-02,  1.218193828324335E+02,  1.246843617612074E+02,  6.866517186972112E+03,  7.072640699670572E+03,  5.662598258929154E+03,
2460280.166666667, A.D. 2023-Dec-01 16:00:00.0000,  2.838870464720565E-02,  6.661096035920667E+03,  8.081510562173577E+01,  2.715768949987922E+02,  9.827547980781608E+01,  2.460280168763356E+06,  6.372528796767284E-02,  3.484559089729651E+02,  3.477814921853130E+02,  6.855721076711039E+03,  7.050346117501412E+03,  5.649248696728121E+03,
2460280.208333333, A.D. 2023-Dec-01 17:00:00.0000,  3.043819130502517E-02,  6.655762051356178E+03,  8.082092830815671E+01,  2.715193737394088E+02,  9.881203884417954E+01,  2.460280234448858E+06,  6.360014214971370E-02,  2.164938259513077E+02,  2.144814599912212E+02,  6.864711451779231E+03,  7.073660852202283E+03,  5.660364707244928E+03,
2460280.250000000, A.D. 2023-Dec-01 18:00:00.0000,  3.000582462219271E-02,  6.668096364724593E+03,  8.082734428918955E+01,  2.714769528908544E+02,  9.805309888650598E+01,  2.460280234322784E+06,  6.346618674821000E-02,  8.596567359149225E+01,  8.940257852938781E+01,  6.874367428162553E+03,  7.080638491600513E+03,  5.672311800112260E+03,
2460280.291666667, A.D. 2023-Dec-01 19:00:00.0000,  2.986736209431201E-02,  6.658708208523411E+03,  8.082019961512725E+01,  2.714311783572028E+02,  9.881467813701515E+01,  2.460280300055944E+06,  6.361407466057797E-02,  3.138903820117914E+02,  3.113592240649962E+02,  6.863709093323733E+03,  7.068709978124055E+03,  5.659124995857154E+03,
2460280.333333333, A.D. 2023-Dec-01 20:00:00.0000,  3.179308815942692E-02,  6.638916528801070E+03,  8.081553490334100E+01,  2.713721915963922E+02,  9.744299024554559E+01,  2.460280365339139E+06,  6.370858692324322E-02,  1.838265451812458E+02,  1.835926978968544E+02,  6.856919164293517E+03,  7.074921799785965E+03,  5.650729632941503E+03,
2460280.375000000, A.D. 2023-Dec-01 21:00:00.0000,  3.042861047427441E-02,  6.661889100565636E+03,  8.082495363700592E+01,  2.713190117879501E+02,  9.641947012739301E+01,  2.460280365256242E+06,  6.351336258822905E-02,  5.346940438851703E+01,  5.633487938032440E+01,  6.870962955934950E+03,  7.080036811304263E+03,  5.668098575318053E+03,
2460280.416666667, A.D. 2023-Dec-01 22:00:00.0000,  3.039229075244059E-02,  6.664576002367093E+03,  8.082670940389423E+01,  2.712769296574977E+02,  9.608488078985714E+01,  2.460280430792221E+06,  6.347852387653616E-02,  2.825277689708550E+02,  2.791017938305931E+02,  6.873476704861367E+03,  7.082377407355641E+03,  5.671209379414514E+03,
2460280.458333333, A.D. 2023-Dec-01 23:00:00.0000,  3.128838759669175E-02,  6.643865854442220E+03,  8.081666937107072E+01,  2.712275196894277E+02,  9.473487549148024E+01,  2.460280430612996E+06,  6.368717615847745E-02,  1.525331535993058E+02,  1.541311206118093E+02,  6.858455880341145E+03,  7.073045906240070E+03,  5.652629331597082E+03,
2460280.500000000, A.D. 2023-Dec-02 00:00:00.0000,  2.900492565674905E-02,  6.660532445881958E+03,  8.081761465029641E+01,  2.711676266129665E+02,  9.479229510878531E+01,  2.460280496175725E+06,  6.367275402340147E-02,  2.103858069724781E+01,  2.227341846942862E+01,  6.859491486490723E+03,  7.058450527099489E+03,  5.653909674893130E+03,
2460280.541666667, A.D. 2023-Dec-02 01:00:00.0000,  2.974863057229720E-02,  6.667953285433817E+03,  8.082623827085597E+01,  2.711184198389337E+02,  9.603543194687987E+01,  2.460280561999540E+06,  6.349347410580947E-02,  2.484571855870238E+02,  2.453306652755667E+02,  6.872397705933536E+03,  7.076842126433255E+03,  5.669874031464615E+03,
2460280.583333333, A.D. 2023-Dec-02 02:00:00.0000,  2.987282460790324E-02,  6.662596633539289E+03,  8.082311420346541E+01,  2.710777852673805E+02,  9.519900705628291E+01,  2.460280561839102E+06,  6.355785629670560E-02,  1.180333982687120E+02,  1.210014708712631E+02,  6.867755901020362E+03,  7.072915168501436E+03,  5.664130620130118E+03,
2460280.625000000, A.D. 2023-Dec-02 03:00:00.0000,  2.845720075987796E-02,  6.660718115288170E+03,  8.081524067524762E+01,  2.710231861827143E+02,  9.717002325172375E+01,  2.460280627782670E+06,  6.372397242207840E-02,  3.446793114023603E+02,  3.437871695145608E+02,  6.855815431391960E+03,  7.050912747495750E+03,  5.649365322292291E+03,
2460280.666666667, A.D. 2023-Dec-02 04:00:00.0000,  3.061335809953174E-02,  6.652870119217582E+03,  8.081977877256089E+01,  2.709645280074300E+02,  9.748687371115923E+01,  2.460280693418087E+06,  6.362437008818445E-02,  2.129435497782623E+02,  2.110955850672525E+02,  6.862968635687747E+03,  7.073067152157912E+03,  5.658209260084366E+03,
2460280.708333333, A.D. 2023-Dec-02 05:00:00.0000,  3.008278179115552E-02,  6.667598992572227E+03,  8.082737010830449E+01,  2.709207927601142E+02,  9.668621972345569E+01,  2.460280693294803E+06,  6.346573471481837E-02,  8.246287020924520E+01,  8.589520032344379E+01,  6.874400069817656E+03,  7.081201147063085E+03,  5.672352201036522E+03,
2460280.750000000, A.D. 2023-Dec-02 06:00:00.0000,  3.002711699688014E-02,  6.658923940027868E+03,  8.082107776267209E+01,  2.708760870177800E+02,  9.710686953495120E+01,  2.460280758962043E+06,  6.359527139928214E-02,  3.107568759656655E+02,  3.080860417511737E+02,  6.865061958651117E+03,  7.071199977274367E+03,  5.660798233562749E+03,
2460280.791666667, A.D. 2023-Dec-02 07:00:00.0000,  3.182638222964040E-02,  6.637920849530092E+03,  8.081501524554076E+01,  2.708179109361682E+02,  9.570780255489568E+01,  2.460280824226259E+06,  6.371963489992756E-02,  1.807471857115667E+02,  1.807014487598376E+02,  6.856126553847633E+03,  7.074332258165174E+03,  5.649749885814384E+03,
2460280.833333333, A.D. 2023-Dec-02 08:00:00.0000,  3.030880411456250E-02,  6.660955659968407E+03,  8.082380818893499E+01,  2.707632006617212E+02,  9.464446716741480E+01,  2.460280824146133E+06,  6.353848883813723E-02,  5.043520727504782E+01,  5.317775253625609E+01,  6.869151424940188E+03,  7.077347189911970E+03,  5.665857129795632E+03,
2460280.875000000, A.D. 2023-Dec-02 09:00:00.0000,  3.027904440326173E-02,  6.665564191046704E+03,  8.082693153268335E+01,  2.707207423746469E+02,  9.444743976802818E+01,  2.460280889701578E+06,  6.347552700739463E-02,  2.793723466780790E+02,  2.759297892790386E+02,  6.873693048063406E+03,  7.081821905080109E+03,  5.671477134141187E+03,
2460280.916666667, A.D. 2023-Dec-02 10:00:00.0000,  3.106144844322752E-02,  6.645965598830277E+03,  8.081717797026261E+01,  2.706730448674307E+02,  9.319957128876483E+01,  2.460280889528534E+06,  6.367936690049057E-02,  1.493112159979282E+02,  1.510687906160884E+02,  6.859016588980126E+03,  7.072067579129975E+03,  5.653322536365019E+03,
2460280.958333333, A.D. 2023-Dec-02 11:00:00.0000,  2.874967583359227E-02,  6.660570814134883E+03,  8.081657346785713E+01,  2.706132824999441E+02,  9.346796170105313E+01,  2.460280955130534E+06,  6.369731218925898E-02,  1.762643940985581E+01,  1.865930755023585E+01,  6.857728279114278E+03,  7.054885744093673E+03,  5.651729839563080E+03,
2460281.000000000, A.D. 2023-Dec-02 12:00:00.0000,  2.971501439219844E-02,  6.666659633681950E+03,  8.082531006027870E+01,  2.705627181413720E+02,  9.490476588866331E+01,  2.460281020981763E+06,  6.351525693675154E-02,  2.448580006573310E+02,  2.418248497369238E+02,  6.870826337177476E+03,  7.074993040673001E+03,  5.667929523744001E+03,
2460281.041666667, A.D. 2023-Dec-02 13:00:00.0000,  2.976391584891183E-02,  6.664115615418592E+03,  8.082379068762334E+01,  2.705225602761516E+02,  9.402596023328138E+01,  2.460281020812565E+06,  6.354682636538132E-02,  1.144983126996735E+02,  1.175533256717515E+02,  6.868550576790168E+03,  7.072985538161744E+03,  5.665113752968137E+03,
2460281.083333333, A.D. 2023-Dec-02 14:00:00.0000,  2.851627034613875E-02,  6.660350267580419E+03,  8.081541309146151E+01,  2.704694749408146E+02,  9.599372977432212E+01,  2.460281086752286E+06,  6.372343965997031E-02,  3.411762536628038E+02,  3.400852015255441E+02,  6.855853643532965E+03,  7.051357019485511E+03,  5.649412554014159E+03,
2460281.125000000, A.D. 2023-Dec-02 15:00:00.0000,  3.081909156704726E-02,  6.649496863477552E+03,  8.081857987642323E+01,  2.704102592835948E+02,  9.611427166285341E+01,  2.460281152339624E+06,  6.365252181163938E-02,  2.096436094262786E+02,  2.079537671286326E+02,  6.860944954259343E+03,  7.072393045041134E+03,  5.655706792973770E+03,
2460281.166666667, A.D. 2023-Dec-02 16:00:00.0000,  3.014109665920180E-02,  6.666623226511231E+03,  8.082709571695479E+01,  2.703652786517683E+02,  9.508697945276162E+01,  2.460281152190828E+06,  6.347394420150408E-02,  7.938765125691727E+01,  8.280417545166999E+01,  6.873807317278036E+03,  7.080991408044841E+03,  5.671618559847891E+03,
2460281.208333333, A.D. 2023-Dec-02 17:00:00.0000,  3.011096216291376E-02,  6.659292833304150E+03,  8.082183239004380E+01,  2.703215906938483E+02,  9.540014126211477E+01,  2.460281217834515E+06,  6.358174218793478E-02,  3.078056157257047E+02,  3.050162072323740E+02,  6.866035776788234E+03,  7.072778720272318E+03,  5.662002763873829E+03,
2460281.250000000, A.D. 2023-Dec-02 18:00:00.0000,  3.186247949505776E-02,  6.637011930349151E+03,  8.081458629773229E+01,  2.702645129285007E+02,  9.391980775647359E+01,  2.460281217692230E+06,  6.372916040043858E-02,  1.778930265594632E+02,  1.780221172960123E+02,  6.855443353633838E+03,  7.073874776918526E+03,  5.648905426306581E+03,
2460281.291666667, A.D. 2023-Dec-02 19:00:00.0000,  3.015061938765685E-02,  6.660270653701515E+03,  8.082254025184839E+01,  2.702084589986410E+02,  9.280348751323548E+01,  2.460281282994298E+06,  6.356384193899108E-02,  4.762791767545727E+01,  5.024595713976838E+01,  6.867324748402020E+03,  7.074378843102526E+03,  5.663597243626808E+03,
2460281.333333333, A.D. 2023-Dec-02 20:00:00.0000,  3.016328008849070E-02,  6.666587758485644E+03,  8.082692613472744E+01,  2.701653821547220E+02,  9.282592321099179E+01,  2.460281348587327E+06,  6.347227300050079E-02,  2.763470327871159E+02,  2.728994678945730E+02,  6.873927973250924E+03,  7.081268188016204E+03,  5.671767891424964E+03,
2460281.375000000, A.D. 2023-Dec-02 21:00:00.0000,  3.083533223137622E-02,  6.648545277173923E+03,  8.081772971006187E+01,  2.701192196867478E+02,  9.169848442190259E+01,  2.460281348423485E+06,  6.366458760721969E-02,  1.461873205972609E+02,  1.480921851697174E+02,  6.860078063391784E+03,  7.071610849609645E+03,  5.654634916054578E+03,
2460281.416666667, A.D. 2023-Dec-02 22:00:00.0000,  2.856387050823367E-02,  6.660776416357548E+03,  8.081569349115756E+01,  2.700597161709629E+02,  9.218596445712338E+01,  2.460281414070085E+06,  6.371264141373058E-02,  1.429359239484707E+01,  1.513059866916494E+01,  6.856628258043395E+03,  7.052480099729243E+03,  5.650370036650485E+03,
2460281.458333333, A.D. 2023-Dec-02 23:00:00.0000,  2.971590655980823E-02,  6.665585632535107E+03,  8.082439740464568E+01,  2.700076880677161E+02,  9.368849425471689E+01,  2.460281479930073E+06,  6.353052089891720E-02,  2.414546982549123E+02,  2.385169313512999E+02,  6.869725761350920E+03,  7.073865890166733E+03,  5.666567736360804E+03,
2460281.500000000, A.D. 2023-Dec-03 00:00:00.0000,  2.968355126616510E-02,  6.665995769551428E+03,  8.082458606596184E+01,  2.699676334175158E+02,  9.294002081039972E+01,  2.460281479781444E+06,  6.352783523595740E-02,  1.109757122799588E+02,  1.141085746436937E+02,  6.869919373468190E+03,  7.073842977384953E+03,  5.666807292628103E+03,
2460281.541666667, A.D. 2023-Dec-03 01:00:00.0000,  2.870270887356276E-02,  6.660113776394753E+03,  8.081601056689502E+01,  2.699159642305455E+02,  9.469603347066335E+01,  2.460281545683482E+06,  6.370848983184188E-02,  3.378897843017738E+02,  3.366094092754356E+02,  6.856926130897426E+03,  7.053738485400100E+03,  5.650738244623559E+03,
2460281.583333333, A.D. 2023-Dec-03 02:00:00.0000,  3.094271546768129E-02,  6.647670370667583E+03,  8.081782455413537E+01,  2.698562837000627E+02,  9.459609070912879E+01,  2.460281611222547E+06,  6.366657363058871E-02,  2.065872350131347E+02,  2.050535934166047E+02,  6.859935399872513E+03,  7.072200429077443E+03,  5.654458524638389E+03,
2460281.625000000, A.D. 2023-Dec-03 03:00:00.0000,  3.021460932032590E-02,  6.666136836852041E+03,  8.082713489436911E+01,  2.698098471316084E+02,  9.364602450823897E+01,  2.460281611095104E+06,  6.347367394009182E-02,  7.625619323609885E+01,  7.964785400681350E+01,  6.873826829026656E+03,  7.081516821201271E+03,  5.671642708751629E+03,
2460281.666666667, A.D. 2023-Dec-03 04:00:00.0000,  3.023357105977061E-02,  6.660099362390813E+03,  8.082307573972579E+01,  2.697669117105893E+02,  9.354176273252466E+01,  2.460281676661399E+06,  6.355813904749780E-02,  3.051146942384391E+02,  3.022190343102893E+02,  6.867735532636490E+03,  7.075371702882166E+03,  5.664105422139050E+03,
2460281.708333333, A.D. 2023-Dec-03 05:00:00.0000,  3.178116574003200E-02,  6.637622472520790E+03,  8.081488381223632E+01,  2.697110297433666E+02,  9.217948909780176E+01,  2.460281676530369E+06,  6.372839566139853E-02,  1.751113654383003E+02,  1.754098864543313E+02,  6.855498196948500E+03,  7.073373921376209E+03,  5.648973213020309E+03,
2460281.750000000, A.D. 2023-Dec-03 06:00:00.0000,  2.998953655478199E-02,  6.659809274465943E+03,  8.082185347635084E+01,  2.696537917596086E+02,  9.109803560118297E+01,  2.460281741842583E+06,  6.358628576604938E-02,  4.481566737407323E+01,  4.730315514418069E+01,  6.865708696390840E+03,  7.071608118315738E+03,  5.661598183679644E+03,
2460281.791666667, A.D. 2023-Dec-03 07:00:00.0000,  3.003606028998841E-02,  6.667337282673886E+03,  8.082735505447977E+01,  2.696099262753535E+02,  9.132703979244710E+01,  2.460281807469648E+06,  6.347405763775116E-02,  2.733339405907025E+02,  2.698924397431065E+02,  6.873799127694591E+03,  7.080260972715297E+03,  5.671608423941220E+03,
2460281.833333333, A.D. 2023-Dec-03 08:00:00.0000,  3.061427262011171E-02,  6.650981227927551E+03,  8.081888700913812E+01,  2.695651527843025E+02,  9.028445217582333E+01,  2.460281807310223E+06,  6.365138610196243E-02,  1.431135720194591E+02,  1.451562256218483E+02,  6.861026565662574E+03,  7.071071903397597E+03,  5.655807705794813E+03,
2460281.875000000, A.D. 2023-Dec-03 09:00:00.0000,  2.838650260188541E-02,  6.660927533502532E+03,  8.081546441967993E+01,  2.695061178385060E+02,  9.097981591438869E+01,  2.460281872997228E+06,  6.372792273169196E-02,  1.102744745165839E+01,  1.167205513491536E+01,  6.855532113684959E+03,  7.050136693867385E+03,  5.649015134475294E+03,
2460281.916666667, A.D. 2023-Dec-03 10:00:00.0000,  2.975902681288092E-02,  6.663770166179692E+03,  8.082381731767138E+01,  2.694527047220667E+02,  9.256194739643662E+01,  2.460281938865707E+06,  6.355224818021736E-02,  2.381069747533392E+02,  2.352686552829640E+02,  6.868159921436885E+03,  7.072549676694079E+03,  5.664630446733139E+03,
2460281.958333333, A.D. 2023-Dec-03 11:00:00.0000,  2.965064922427958E-02,  6.666965003875639E+03,  8.082550372502160E+01,  2.694124917824047E+02,  9.175353331160274E+01,  2.460281938708933E+06,  6.351721288348999E-02,  1.076964987793070E+02,  1.108956946590961E+02,  6.870685283136335E+03,  7.074405562397031E+03,  5.667754985728832E+03,
2460282.000000000, A.D. 2023-Dec-03 12:00:00.0000,  2.884294543838907E-02,  6.659847954885946E+03,  8.081681723651789E+01,  2.693621817566194E+02,  9.337112970686259E+01,  2.460282004584099E+06,  6.369850642495992E-02,  3.347711784170623E+02,  3.333151350681640E+02,  6.857642565230874E+03,  7.055437175575803E+03,  5.651623879503334E+03,
2460282.041666667, A.D. 2023-Dec-03 13:00:00.0000,  3.112079979718440E-02,  6.645028397742201E+03,  8.081715099250084E+01,  2.693022696071059E+02,  9.308330472731379E+01,  2.460282070078287E+06,  6.368698711383022E-02,  2.036634738491928E+02,  2.022815792465938E+02,  6.858469452488190E+03,  7.071910507234178E+03,  5.652646110524242E+03,
2460282.083333333, A.D. 2023-Dec-03 14:00:00.0000,  3.025910244720043E-02,  6.665091601567455E+03,  8.082687848112174E+01,  2.692543510803049E+02,  9.198257359493056E+01,  2.460282069937207E+06,  6.348423648673673E-02,  7.347826370088198E+01,  7.683674058897613E+01,  6.873064360167980E+03,  7.081037118768506E+03,  5.670699057319717E+03,
